
3.01,Good,H,SI2,57.6,64,18593,9.44,9.38,5.42
2.29,Premium,J,IF,61.4,60,18594,8.49,8.45,5.2
1.7,Premium,F,VS1,60.6,58,18598,7.71,7.68,4.66
1.71,Ideal,G,VVS2,62.1,55,18599,7.63,7.66,4.75
2,Ideal,H,SI1,65,61,18604,7.9,7.79,5.11
2.01,Ideal,G,VS2,61.4,54,18607,8.16,8.09,4.99
2.07,Premium,F,SI2,60.7,59,18611,8.21,8.16,4.97
1.49,Ideal,F,VVS2,61.1,58,18614,7.36,7.38,4.5
2.42,Premium,J,VS2,61.3,59,18615,8.61,8.58,5.27
2.01,Good,G,SI1,60.3,60,18625,8.07,8.18,4.9
2.03,Very Good,G,SI1,60.1,60,18630,8.09,8.18,4.89
2.01,Good,H,VS2,63.3,55,18640,7.87,7.94,5
2.09,Very Good,F,SI2,63.4,55,18640,8.18,8.11,5.16
2.1,Ideal,H,SI1,62.9,57,18648,8.19,8.12,5.13
2.29,Premium,I,VS2,60.8,60,18653,8.47,8.5,5.16
2.12,Premium,H,SI1,61.1,60,18656,8.18,8.26,5.02
2.05,Ideal,H,VS2,61.6,57,18659,8.2,8.14,5.03
2.04,Ideal,G,SI1,59,57,18663,8.32,8.37,4.92
2.01,Ideal,D,SI2,62.1,56,18674,8.02,8.11,5.01
2.02,Premium,F,SI2,62.1,56,18678,8.07,7.99,4.99
2.16,Very Good,F,SI2,62.4,59,18678,8.28,8.33,5.18
2.03,Premium,G,VS2,59.6,60,18680,8.27,8.21,4.91
1.42,Ideal,F,VVS1,60.8,56,18682,7.25,7.32,4.43
2.67,Good,F,SI2,63.8,58,18686,8.69,8.64,5.54
1.5,Very Good,G,VS2,60.7,59,18691,7.31,7.38,4.46
2.43,Premium,J,VS2,62.2,57,18692,8.63,8.54,5.34
2.48,Very Good,F,SI2,63.4,56,18692,8.64,8.55,5.45
2.19,Ideal,D,SI2,61.8,57,18693,8.23,8.49,5.17
1.28,Ideal,E,IF,60.7,57,18700,7.09,6.99,4.27
2.02,Ideal,G,VS2,62,57,18700,8.1,8.05,5.01
3.51,Premium,J,VS2,62.5,59,18701,9.66,9.63,6.03
2.01,Premium,G,SI2,61.2,57.2,18705,8.08,8.14,4.97
2.22,Premium,J,VS1,60,60,18706,8.49,8.43,5.08
2.07,Good,I,VS2,61.8,61,18707,8.12,8.16,5.03
2,Very Good,E,SI1,60.5,59,18709,8.09,8.14,4.94
3.01,Premium,J,SI2,60.7,59,18710,9.35,9.22,5.64
3.01,Premium,J,SI2,59.7,58,18710,9.41,9.32,5.59
2.18,Premium,F,SI1,61.2,60,18717,8.38,8.3,5.1
1.7,Premium,G,VVS2,59.8,59,18718,7.7,7.75,4.62
1.51,Ideal,E,VS1,61.5,57,18729,7.34,7.4,4.53
1.72,Premium,G,VVS2,61.8,60,18730,7.65,7.68,4.74
0.38,Ideal,I,VS2,60.5,56,648,4.71,4.74,2.85
0.41,Ideal,J,VS1,61.5,55,648,4.77,4.79,2.94
0.41,Ideal,J,VS1,62.4,55,648,4.75,4.77,2.97
0.41,Ideal,J,VS1,62.7,54,648,4.75,4.79,2.99
0.41,Ideal,J,VS1,61.3,57,648,4.81,4.84,2.96
0.4,Ideal,G,SI2,62.1,57,648,4.72,4.75,2.94
0.41,Ideal,G,SI2,61.5,55,648,4.76,4.8,2.94
0.41,Ideal,G,SI2,61.7,56,648,4.79,4.81,2.96
0.4,Ideal,D,SI2,60.5,57,648,4.73,4.76,2.87
0.32,Ideal,F,SI1,61.6,55,648,4.41,4.45,2.73
0.32,Ideal,F,SI1,61,55,648,4.45,4.47,2.72
0.26,Ideal,G,IF,61.7,54,648,4.15,4.18,2.57
0.26,Ideal,G,IF,60.8,56,648,4.11,4.15,2.51
0.39,Good,I,VS2,62.3,61,648,4.6,4.61,2.87
0.36,Ideal,H,SI1,61.5,57,648,4.6,4.57,2.82
0.36,Ideal,I,VS2,61.8,55,648,4.61,4.58,2.84
0.36,Premium,I,VS2,61.6,58,648,4.57,4.52,2.8
0.36,Good,E,SI2,63.7,54,648,4.55,4.52,2.89
0.32,Ideal,H,VS2,62.5,55,648,4.42,4.38,2.75
0.32,Ideal,H,VS2,62.2,57,648,4.38,4.36,2.72
0.32,Premium,H,VS2,61.9,58,648,4.39,4.37,2.71
0.36,Premium,I,VS2,62.7,59,648,4.58,4.54,2.86
0.36,Premium,H,SI1,63,55,648,4.54,4.51,2.85
0.36,Ideal,H,SI1,62.3,57,648,4.58,4.54,2.84
0.36,Premium,E,SI2,61.5,58,648,4.61,4.56,2.82
0.36,Premium,E,SI2,60.6,59,648,4.61,4.57,2.78
0.36,Premium,E,SI2,62.6,57,648,4.54,4.5,2.83
0.32,Ideal,I,VS1,60.9,56,648,4.46,4.44,2.71
0.32,Premium,I,VS1,59.8,60,648,4.46,4.44,2.66
0.32,Premium,I,VS1,61,60,648,4.47,4.42,2.71
2.02,Very Good,E,SI1,59.8,59,18731,8.11,8.2,4.88
1.94,Premium,F,SI1,62.6,58,18735,7.91,7.87,4.94
2.01,Ideal,G,SI1,62.1,57,18736,8.07,8.09,5.02
2.01,Ideal,G,SI1,62.2,56,18741,8.02,7.97,4.97
2.01,Very Good,G,SI1,63.1,59,18741,8.03,7.98,5.05
2.01,Premium,G,SI1,60.3,59,18741,8.23,8.15,4.94
2.36,Premium,H,SI2,59.4,58,18745,8.69,8.75,5.18
2.61,Ideal,I,SI2,62.1,56,18756,8.85,8.73,5.46
2.03,Ideal,G,SI1,60,55.8,18757,8.17,8.3,4.95
2,Very Good,F,SI1,57.9,60,18759,8.28,8.34,4.81
2.08,Ideal,H,SI1,58.7,60,18760,8.36,8.4,4.92
2.55,Premium,I,VS1,61.8,62,18766,8.7,8.65,5.36
1.71,Ideal,G,VVS2,62.1,55,18768,7.66,7.63,4.75
1.51,Very Good,F,VVS1,62.6,59,18777,7.33,7.24,4.56
2.06,Ideal,I,VS2,62.2,55,18779,8.15,8.19,5.08
1.6,Ideal,F,VS1,62,56,18780,7.47,7.52,4.65
2.03,Very Good,H,SI1,63,60,18781,8,7.93,5.02
2.05,Premium,F,SI2,60.2,59,18784,8.28,8.33,5
2.05,Ideal,G,SI1,61.9,57,18787,8.1,8.16,5.03
2.8,Good,G,SI2,63.8,58,18788,8.9,8.85,0
1.71,Premium,F,VS2,62.3,59,18791,7.57,7.53,4.7
2.15,Ideal,G,SI2,62.6,54,18791,8.29,8.35,5.21
2.04,Premium,H,SI1,58.1,60,18795,8.37,8.28,4.84
2,Premium,I,VS1,60.8,59,18795,8.13,8.02,4.91
2.29,Premium,I,SI1,61.8,59,18797,8.52,8.45,5.24
2,Very Good,H,SI1,62.8,57,18803,7.95,8,5.01
2.07,Ideal,G,SI2,62.5,55,18804,8.2,8.13,5.11
1.51,Ideal,G,IF,61.7,55,18806,7.37,7.41,4.56
2,Very Good,G,SI1,63.5,56,18818,7.9,7.97,5.04
2.29,Premium,I,VS2,60.8,60,18823,8.5,8.47,5.16
0.32,Very Good,I,VS1,63.2,54,648,4.42,4.38,2.78
0.32,Premium,I,VS1,62.6,58,648,4.4,4.38,2.75
0.32,Very Good,I,VS1,63.1,56,648,4.4,4.38,2.77
0.32,Ideal,I,VS1,62.3,57,648,4.42,4.37,2.74
0.32,Ideal,I,VS1,62.4,54,648,4.39,4.36,2.73
0.32,Premium,I,VS1,61.9,58,648,4.4,4.36,2.71
0.32,Premium,I,VS1,62,58,648,4.4,4.37,2.72
0.32,Ideal,I,VS1,62.4,56,648,4.37,4.31,2.71
0.32,Premium,I,VS1,61.3,58,648,4.39,4.35,2.68
0.32,Premium,H,VS2,59.5,58,648,4.5,4.47,2.67
0.32,Premium,H,VS2,60.5,59,648,4.43,4.39,2.67
0.32,Ideal,H,VS2,61.3,55,648,4.44,4.4,2.71
0.32,Premium,H,VS2,60.7,58,648,4.46,4.43,2.7
0.32,Premium,H,VS2,60.6,58,648,4.47,4.44,2.7
0.32,Premium,H,VS2,60.6,58,648,4.47,4.44,2.7
0.32,Ideal,H,VS2,62,55,648,4.42,4.39,2.73
0.32,Premium,H,VS2,60.7,60,648,4.41,4.39,2.67
0.32,Premium,H,VS2,60.7,61,648,4.41,4.39,2.67
0.32,Premium,H,VS2,61.4,60,648,4.41,4.39,2.7
0.32,Premium,H,VS2,62.7,54,648,4.41,4.39,2.76
0.32,Ideal,H,VS2,62,55,648,4.4,4.38,2.72
0.32,Ideal,H,VS2,62.8,55,648,4.41,4.38,2.76
0.32,Premium,H,VS2,61.7,59,648,4.4,4.35,2.7
0.32,Premium,H,VS2,61,60,648,4.41,4.35,2.67
0.32,Premium,H,VS2,62.3,57,648,4.39,4.37,2.73
0.32,Ideal,H,VS2,62.1,56,648,4.42,4.37,2.73
0.32,Ideal,H,VS2,61.5,56,648,4.4,4.38,2.7
0.32,Ideal,H,VS2,62,57,648,4.39,4.35,2.71
0.32,Ideal,H,VS2,63,57,648,4.38,4.35,2.75
0.32,Premium,H,VS2,62.5,59,648,4.38,4.33,2.72
0.32,Premium,H,VS2,62.4,58,648,4.36,4.33,2.71
0.32,Very Good,H,VS2,63.1,55,648,4.36,4.33,2.74
0.3,Good,G,VS2,58.5,64,648,4.42,4.37,2.57
0.32,Ideal,H,VS2,63,57,648,4.37,4.33,2.74
0.44,Very Good,F,SI2,62.8,60,648,4.82,4.86,3.04
0.41,Premium,H,SI2,60.9,60,649,4.84,4.81,2.94
0.37,Premium,E,SI1,61.8,58,649,4.59,4.64,2.85
0.37,Ideal,E,SI1,61.9,56,649,4.57,4.6,2.84
0.37,Ideal,E,SI1,62.7,54,649,4.55,4.6,2.87
0.37,Premium,E,SI1,59.3,58,649,4.73,4.75,2.81
0.37,Very Good,G,VS2,60.7,57,649,4.64,4.69,2.83
0.37,Premium,G,VS2,61.3,60,649,4.6,4.63,2.83
0.37,Ideal,G,VS2,62.2,57,649,4.59,4.64,2.87
0.37,Very Good,G,VS2,62.8,60,649,4.55,4.59,2.87
0.37,Very Good,G,VS2,61.2,57,649,4.59,4.63,2.82
0.37,Premium,G,VS2,59.3,60,649,4.67,4.71,2.78
0.37,Very Good,E,SI1,60.6,54,649,4.63,4.68,2.82
0.37,Premium,G,VS2,60.1,59,649,4.64,4.68,2.8
0.37,Ideal,G,VS2,60.8,57,649,4.61,4.66,2.82
0.37,Very Good,E,SI1,59.9,59,649,4.68,4.7,2.81
0.37,Premium,H,VS1,60.9,60,649,4.6,4.63,2.81
0.37,Ideal,G,VS2,61.5,56,649,4.59,4.64,2.84
0.37,Ideal,G,VS2,61.3,57,649,4.6,4.64,2.83
